rating,title,text,date
2,(No title),"How about adding FnO postions in status bar option, even if screen is minimised. we can check",2026-06-12
5,(No title),very good 👍🏼,2026-06-12
5,(No title),nice work,2026-06-12
5,(No title),very good,2026-06-12
5,(No title),good,2026-06-12
5,(No title),good,2026-06-12
5,(No title),grow is best app trending and using its to iezze...,2026-06-12
5,(No title),nice 👍,2026-06-12
5,(No title),THANK YOU GROWW APP,2026-06-12
5,(No title),excellent,2026-06-12
5,(No title),यह ऐप एक अलग प्रकार से काम करने में सफल हो,2026-06-12
5,(No title),nice interface save with grow,2026-06-12
5,(No title),bes apps,2026-06-12
5,(No title),good 😊,2026-06-12
5,(No title),nice app easy to trade,2026-06-12
5,(No title),good thanks,2026-06-12
5,(No title),good,2026-06-12
5,(No title),We Do Big Welcome Of Groww. We Want More Advance Facility In App,2026-06-12
5,(No title),nice,2026-06-12
5,(No title),good application and app,2026-06-12
5,(No title),Best,2026-06-12
5,(No title),"I am not the one who usually give review to a app but this app it totally fantabulous, so easy to understand, even though beginners can easily trade on it, I recommend this app to everyone no matter the person is beginner or pro",2026-06-12
5,(No title),dish app is nishe and 💯🫡,2026-06-11
5,(No title),"Extremely beginner friendly, helpful staff and amazing niche tracking options. Will always recommend this to start investing journey",2026-06-11
5,(No title),super 😍,2026-06-11
5,(No title),👍,2026-06-11
5,(No title),great,2026-06-11
5,(No title),REEDEM COD APP,2026-06-11
5,(No title),good,2026-06-11
5,(No title),good,2026-06-11
5,(No title),so qute bro,2026-06-11
5,(No title),very good 👍👍👍👍👍👍👍👍👍👍👍,2026-06-11
5,(No title),good,2026-06-11
5,(No title),best,2026-06-11
5,(No title),best platform,2026-06-11
1,(No title),"A bad app that is not worth writing about, a waste of money, time, and effort.",2026-06-11
5,(No title),user friendly,2026-06-11
4,(No title),"easy to understand , good app",2026-06-11
5,(No title),nice app,2026-06-11
5,(No title),amezing,2026-06-11
5,(No title),good app,2026-06-11
5,(No title),excellent,2026-06-11
5,(No title),nice app,2026-06-11
4,(No title),please make this for tablet user also beacause it is not align with tablet UI. Also when i draw something on chart in a device not showing in another device means your app is not synced.,2026-06-11
5,(No title),fees should reduce and instance payment options are always available,2026-06-11
5,(No title),User friendly and elaborate interface,2026-06-11
1,(No title),good,2026-06-11
1,(No title),I started sip and then cancel it with profit of 9 percent . I also applied for refund . but no refund occur even after a week . where should I go,2026-06-11
5,(No title),"one of the best trading terminal for beginers and investor, simple interface,mainly one tap trading was super, 915 terminal was super for scalpers",2026-06-11
5,(No title),"Yes Groww, I'm interested",2026-06-11
5,(No title),good app,2026-06-11
5,(No title),if it's possible to open a new window where we can find some research call for swing trading,2026-06-11
5,(No title),Nice app 👍👍👍,2026-06-11
4,(No title),ok,2026-06-11
1,(No title),Good,2026-06-11
5,(No title),Good but is it secure?,2026-06-11
1,(No title),too late payout system,2026-06-11
5,(No title),dublicate app,2026-06-11
5,(No title),amazing 😍,2026-06-11
5,(No title),very good,2026-06-11
5,(No title),Very Good app.,2026-06-11
5,(No title),is very good,2026-06-11
1,(No title),selling lowest price nd buying higher price,2026-06-11
5,(No title),best apps 👌,2026-06-11
5,(No title),brokege charge will be high can you reduce all charges,2026-06-11
1,(No title),very cheap investment,2026-06-11
5,(No title),Nice 👍,2026-06-11
4,(No title),best,2026-06-11
3,(No title),grrow app Add money problem,2026-06-11
1,(No title),worst performance highest charges ఈ యాప్ లో ఎవరైనా f&o ఆప్షన్ ట్రేడింగ్ చేస్తే కచ్చితంగా నష్టపోతారు. ఎమర్జెన్సీ ఎగ్జిట్ అసలు పని చేయదు. ఆప్షన్స్ మార్చుదాం అన్న కానీ వేగంగా స్పందించదు. ఒకటి రెండు మూడు సార్లు ప్రెస్ చేస్తే కానీ స్పందించదు. ఈ లోపు జరగవలసిన నష్టం జరిగిపోతుంది,2026-06-11
5,(No title),Profit& loss Avarage,2026-06-11
5,(No title),trust,2026-06-11
5,(No title),good,2026-06-11
5,(No title),bahut sundar,2026-06-11
5,(No title),good luck,2026-06-11
1,(No title),not proper work on short curt exit time,2026-06-11
5,(No title),user friendly and accurate,2026-06-11
5,(No title),good,2026-06-11
1,(No title),Fully Froud Bakwas 👇👇👇 All Time only losss this aap,2026-06-11
5,(No title),Nice plateform,2026-06-11
5,(No title),better app but charges is High,2026-06-11
1,(No title),worst experience in app very high brokerage charges I lost too much amount through brokerage charges. don't use this app,2026-06-11
1,(No title),WORST APP NO PROFIT AT ALL,2026-06-11
5,(No title),😊💗,2026-06-11
5,(No title),I Think 🤔 Better Any Apps,2026-06-11
4,(No title),very good app,2026-06-11
5,(No title),good app,2026-06-11
1,(No title),worst application,2026-06-11
5,(No title),Nice App love you 😘,2026-06-11
1,(No title),very slow,2026-06-11
1,(No title),bekar hai ya app time pa exit nhi hota,2026-06-11
1,(No title),very wrost app ever not seen in my life,2026-06-11
5,(No title),good app *,2026-06-11
5,(No title),great,2026-06-11
5,(No title),ok,2026-06-11
3,(No title),customer satisfaction is less because cant able to update,2026-06-11
5,(No title),ok,2026-06-11
5,(No title),excellent,2026-06-11
1,(No title),pehle pehele thik thaa....ab 1 ghante k baad lag krta hain,2026-06-11
5,(No title),"Groww is one of the most beginner-friendly Android investment apps I’ve used. The interface is clean, SIP setup for mutual funds is simple, and buying stocks/ETFs is straightforward. Portfolio tracking across investments is convenient, and onboarding is mostly digital. The trade-off is that research tools and advanced trading features are not as deep as specialized trading platforms. For long-term investors and first-time users, it’s an excellent choice.",2026-06-11
4,(No title),It's a very good app for investing but for research or fund comparison in a category other apps like indmoney or coin is better as they offer sorting of fund.,2026-06-11
5,(No title),good 👍🏻,2026-06-11
5,(No title),could u add option to save and view multiple chart set ups.....,2026-06-11
3,(No title),app not showing volume chart after i added volume indicator,2026-06-11
5,(No title),good,2026-06-11
5,(No title),This app is so easy to use and excellent,2026-06-11
5,(No title),share ke liye sabse best aap he grow,2026-06-11
5,(No title),his app so cool and trusted,2026-06-11
5,(No title),Groww gives market info one day before which helps in gaining profits.Thanks groww,2026-06-11
5,(No title),Good,2026-06-11
5,(No title),very 👍,2026-06-11
5,(No title),best,2026-06-11
5,(No title),very nice,2026-06-11
1,(No title),good,2026-06-11
5,(No title),very good.,2026-06-11
5,(No title),excellent,2026-06-11
5,(No title),very good sevice,2026-06-11
5,(No title),very useful,2026-06-11
5,(No title),good,2026-06-11
5,(No title),mast,2026-06-11
5,(No title),"Best app for trading, investing , mf",2026-06-11
5,(No title),I feel safe & secure while using Groww app for trading.,2026-06-11
5,(No title),good,2026-06-11
5,(No title),good,2026-06-11
5,(No title),awesome application,2026-06-11
5,(No title),nice 👍,2026-06-11
4,(No title),very nice 👍,2026-06-11
5,(No title),👍,2026-06-11
5,(No title),best,2026-06-11
5,(No title),excellent,2026-06-11
5,(No title),good job,2026-06-11
5,(No title),nice,2026-06-11
5,(No title),iam very happy,2026-06-11
5,(No title),good,2026-06-11
5,(No title),nice treding platform,2026-06-11
5,(No title),supar,2026-06-11
5,(No title),good,2026-06-11
4,(No title),very good 💯💯💯,2026-06-11
1,(No title),worst,2026-06-11
5,(No title),one of the best trading platform,2026-06-11
4,(No title),All most good 👍,2026-06-11
1,(No title),not good,2026-06-11
5,(No title),ok,2026-06-11
4,(No title),good service good support good platform,2026-06-11
4,(No title),good 👍,2026-06-11
5,(No title),very easy trading system,2026-06-11
5,(No title),very good app easy to use and good 👍👍😊😊,2026-06-10
5,(No title),nice,2026-06-10
5,(No title),"this is very best for all stock market investors and beginners but one option must be available in this app to avoid losses. ""Auto Trial Stop Loss"" option must be available in this app. then it will be the best app for all users. Thanks & Regards R. Prajapati (Groww User and SM investors)",2026-06-10
5,(No title),very nice,2026-06-10
5,(No title),it's lovely,2026-06-10
5,(No title),good,2026-06-10
1,(No title),"Very disappointing experience. After using the external fund import feature, I started receiving unwanted OTPs, spam calls, and promotional messages. I tested this on two separate devices and faced the same issue both times. I do not have proof that these events are directly connected to the app, but the coincidence is difficult to ignore. For a platform that handles sensitive financial information, this creates serious concerns about privacy, security, and transparency. very disappointed 😞",2026-06-10
1,(No title),charges are very high and all grow investors are in loss,2026-06-10
3,(No title),"Please use 1 lot as the default value. Currently, I noticed that if I buy 3 lots, then the next time I buy any Nifty option, it sets the lot size to 3 lots. Suggestions - A) Setting up multiple SL & TGT on the same trade is very non-intuitive. Hope the developer is simplifying it. B) Why can't we have a drag SL and TGT option when trading intraday stocks, like in NIFTY option trading?",2026-06-10
5,(No title),nice,2026-06-10
5,(No title),very nice plateform,2026-06-10
5,(No title),Good,2026-06-10
5,(No title),bahut,2026-06-10
4,(No title),nice,2026-06-10
5,(No title),ok,2026-06-10
5,(No title),good,2026-06-10
5,(No title),915 good place,2026-06-10
5,(No title),best service,2026-06-10
5,(No title),super,2026-06-10
5,(No title),good app,2026-06-10
5,(No title),very good,2026-06-10
5,(No title),ok,2026-06-10
5,(No title),best trading app,2026-06-10
5,(No title),Good App for Groww I lovely for you my use best fast app 💕,2026-06-10
5,(No title),good smuth and easy app,2026-06-10
5,(No title),👍,2026-06-10
5,(No title),good working,2026-06-10
5,(No title),good experience,2026-06-10
5,(No title),good,2026-06-10
5,(No title),very good,2026-06-10
5,(No title),good 👍 and helpful 💯 i can't tell any disadvantage about this app because i am beginner in this app,2026-06-10
5,(No title),super,2026-06-10
5,(No title),💯,2026-06-10
5,(No title),good experience,2026-06-10
5,(No title),very good job,2026-06-10
5,(No title),Nice,2026-06-10
5,(No title),bahut ghatiya aapp h hang marta h koi bhi download mt karna bakawas app,2026-06-10
5,(No title),very good,2026-06-10
5,(No title),"I have been using Groww since February 2022, and my investment journey began on this platform. I also opened my first Demat Account through Groww. The app has a very simple, clean, and user-friendly interface, which makes it easy for new investors to start investing. My experience investing in stocks, mutual funds, and IPOs has been excellent. Even today, Groww remains one of my favorite investment apps. I would definitely recommend it to anyone who is new to investing. ⭐⭐⭐⭐⭐",2026-06-10
5,(No title),good,2026-06-10
5,(No title),good,2026-06-10
1,(No title),worst app,2026-06-10
5,(No title),good,2026-06-10
1,(No title),"use less coding, i order intraday sere order ond inoxindia for 1925 it auto exites while reaching 1941 now it went to 1919 they destroyed my 2Lakh, now if i left same thing i will get 1Lakh profit, ignore this platform,",2026-06-10
1,(No title),brokerage are very high don't use this app,2026-06-10
5,(No title),My experience as a investor is very nice. easy to use. I am happy 😊,2026-06-10
1,(No title),Ek Num ka Ganda Aplication Hai Koi Download mat Karo Bohat Brokerage Leta . Sabse Ghatiya App hai,2026-06-10
5,(No title),Best app for beginners,2026-06-10
